prompt,lang,expected_way,way_id,model,score
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,itops/incident,multi,0.3617
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,itops/runbooks,multi,0.3607
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,softwaredev/visualization/charts,multi,0.3557
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,softwaredev/docs/standards,multi,0.3520
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,softwaredev/code/quality,multi,0.3469
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,ea/email,multi,0.3465
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,softwaredev/code/supplychain/sourceaudit,multi,0.3465
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,workstation/shell,multi,0.3455
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,softwaredev/code/performance,multi,0.3446
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,meta/trust/voice,multi,0.3414
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,ea/intelligence,multi,0.3413
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,meta/trust/delegation,multi,0.3371
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,ea/briefing,multi,0.3316
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,softwaredev/code/security/auth,multi,0.3266
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,meta/tracking,multi,0.3262
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,softwaredev/code/errors,multi,0.3254
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,softwaredev/delivery/commits,multi,0.3240
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,meta/knowledge/authoring/tool-agnostic,multi,0.3208
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,softwaredev/code/security,multi,0.3202
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,softwaredev/delivery/release,multi,0.3162
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,softwaredev/environment/makefile,multi,0.3159
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,softwaredev/code/supplychain/historysever,multi,0.3126
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,meta/knowledge/optimization,multi,0.3108
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,softwaredev/delivery/patches,multi,0.3090
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,softwaredev/environment/debugging,multi,0.3087
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,softwaredev/code/supplychain/depscan,multi,0.3065
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,softwaredev/code,multi,0.3053
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,meta/skills,multi,0.3024
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,workstation/shell/tools,multi,0.2987
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,meta/knowledge/optimization/tuning,multi,0.2965
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,softwaredev/code/supplychain/repoaudit,multi,0.2940
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,softwaredev/docs/docstrings,multi,0.2874
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,softwaredev/delivery/migrations,multi,0.2846
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,meta/memory,multi,0.2828
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,ea/email/drafting,multi,0.2828
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,softwaredev/code/supplychain,multi,0.2771
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,softwaredev/architecture/threat-modeling,multi,0.2762
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,ea/comms,multi,0.2648
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,softwaredev/code/security/injection,multi,0.2609
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,workstation/shell/gitconfig,multi,0.2602
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,softwaredev/code/supplychain/automation,multi,0.2576
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,softwaredev/code/testing/mocking,multi,0.2568
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,softwaredev/code/testing/tdd,multi,0.2525
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,meta/trust,multi,0.2478
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,workstation/shell/shellrc,multi,0.2426
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,softwaredev/visualization/diagrams,multi,0.2408
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,workstation/shell/prompt,multi,0.2160
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,softwaredev/docs/mermaid,multi,0.2094
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,meta/trust/autonomy,multi,0.2070
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,softwaredev/environment/ssh,multi,0.2063
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,softwaredev/code/security/secrets,multi,0.1997
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,softwaredev/code/supplychain/depscan/rust,multi,0.1915
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,meta/knowledge/authoring/pii-free,multi,0.1796
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,softwaredev/code/supplychain/depscan/node/lockfile,multi,0.1583
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,softwaredev/code/supplychain/depscan/go,multi,0.1519
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,workstation/shell/sshagent,multi,0.1338
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,softwaredev/code/supplychain/depscan/node,multi,0.1169
"eine ADR-Entscheidung für die Architektur dokumentieren",de,softwaredev/architecture,softwaredev/code/supplychain/depscan/python,multi,0.0885
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/supplychain,en,0.1912
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,meta/introspection,en,0.1815
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code,en,0.1777
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/quality,en,0.1765
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,ea/tasks,en,0.1597
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/testing/mocking,en,0.1576
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/supplychain/depscan,en,0.1514
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/supplychain/sourceaudit,en,0.1473
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,meta/trust/delegation,en,0.1433
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,meta/trust/autonomy,en,0.1404
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/testing,en,0.1399
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/supplychain/depscan/rust,en,0.1353
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-app-github-manager/ops/safety,en,0.1350
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-praecipio-platform-ops/ops/safety,en,0.1350
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,ea/email,en,0.1207
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,meta/skills,en,0.1203
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-praecipio-ets-global/audit/prove-then-generalize,en,0.1201
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-praecipio-platform-ops/ops/cost-analysis,en,0.1199
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-app-github-manager/ops/cost-analysis,en,0.1199
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,itops/runbooks,en,0.1186
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/architecture/design,en,0.1165
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,ea/comms,en,0.1159
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-ai-knowledge-graph-system/kg/operator,en,0.1158
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-praecipio-platform-ops/ops/repo-health,en,0.1158
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-app-github-manager/ops/repo-health,en,0.1158
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-praecipio-platform-ops/ops/org-inventory,en,0.1117
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-app-github-manager/ops/org-inventory,en,0.1117
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/architecture/threat-modeling,en,0.1110
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/docs/mermaid,en,0.1096
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/security/secrets,en,0.1084
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/architecture/adr/migration,en,0.1079
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/supplychain/depscan/go,en,0.1066
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/security,en,0.1017
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-ai-mcp-google-workspace-mcp/api-design/tool-surface,en,0.0986
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-app-github-manager/ops/enterprise-cli,en,0.0972
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-praecipio-platform-ops/ops/enterprise-cli,en,0.0972
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-praecipio-ets-global/audit/project-context,en,0.0966
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-app-github-manager/dev/new-verb,en,0.0960
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-praecipio-platform-ops/dev/new-verb,en,0.0960
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/delivery/implement,en,0.0958
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,meta/tracking,en,0.0940
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/security/injection,en,0.0927
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/supplychain/automation,en,0.0924
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,meta/subagents,en,0.0911
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/docs/standards,en,0.0909
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-app-github-manager/ops/lifecycle,en,0.0870
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-praecipio-platform-ops/ops/lifecycle,en,0.0870
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,workstation/shell/gitconfig,en,0.0855
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-praecipio-platform-ops/dev/guidance,en,0.0854
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-app-github-manager/dev/guidance,en,0.0854
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/visualization/diagrams,en,0.0847
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,writing,en,0.0837
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-ai-knowledge-graph-system/kg/adr,en,0.0799
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,meta/knowledge/optimization,en,0.0798
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/delivery/commits,en,0.0796
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-praecipio-graph-introspection/atlassian/graph-introspection,en,0.0791
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/environment/config,en,0.0785
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/security/auth,en,0.0781
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,meta/trust,en,0.0773
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/delivery/release,en,0.0772
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,ea/tasks/time,en,0.0763
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,meta/memory,en,0.0760
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/docs/docstrings,en,0.0741
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/supplychain/historysever,en,0.0735
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,meta/trust/voice,en,0.0733
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-ai-knowledge-graph-system/kg/database,en,0.0726
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,itops/policy,en,0.0719
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-app-markdown-mixed-media/pdf-pipeline,en,0.0704
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,meta/think,en,0.0697
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-ai-mcp-google-workspace-mcp/factory,en,0.0683
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,meta/knowledge/authoring/pii-free,en,0.0665
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,workstation/shell/prompt,en,0.0658
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,itops/proposals,en,0.0651
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-praecipio-platform-ops/ops/troubleshooting,en,0.0636
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-app-github-manager/ops/troubleshooting,en,0.0636
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/environment/makefile,en,0.0569
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,meta/knowledge/authoring/tool-agnostic,en,0.0562
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,workstation/shell/sshagent,en,0.0540
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-ai-mcp-salesforce-cloud/salesforce,en,0.0539
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,meta/knowledge,en,0.0538
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/supplychain/repoaudit,en,0.0535
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,ea/comms/recap,en,0.0515
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,ea,en,0.0514
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,itops/incident,en,0.0513
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/architecture/adr-context,en,0.0512
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/environment/attend,en,0.0494
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/delivery,en,0.0491
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/architecture,en,0.0490
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-praecipio-ets-global/atlassian/graph-discovery,en,0.0489
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,meta/knowledge/optimization/tuning,en,0.0463
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-ai-mcp-google-workspace-mcp/api-design/full-coverage,en,0.0460
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,workstation/shell/tools,en,0.0454
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-ai-knowledge-graph-system/kg/api,en,0.0446
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/docs,en,0.0442
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,meta/project-health,en,0.0436
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/environment/ssh,en,0.0432
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-ai-mcp-google-workspace-mcp/api-design/late-binding,en,0.0428
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/environment/deps,en,0.0420
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,ea/email/drafting,en,0.0419
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/docs/readme,en,0.0413
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/architecture/adr,en,0.0372
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-praecipio-platform-ops/ops/user-identity,en,0.0349
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-app-github-manager/ops/user-identity,en,0.0349
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,research,en,0.0337
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-app-markdown-mixed-media/testing,en,0.0334
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-ai-knowledge-graph-system/kg/testing,en,0.0328
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/delivery/branching,en,0.0310
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-ai-knowledge-graph-system/kg/cli,en,0.0293
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/visualization/charts,en,0.0292
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,ea/calendar,en,0.0269
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,ea/briefing,en,0.0250
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/supplychain/depscan/python,en,0.0247
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/supplychain/depscan/node/lockfile,en,0.0212
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-ai-knowledge-graph-system/kg/devmode,en,0.0194
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-app-github-manager/ops/analysis,en,0.0174
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-praecipio-platform-ops/ops/analysis,en,0.0174
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,workstation/shell,en,0.0158
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-ai-mcp-salesforce-cloud/mcp,en,0.0136
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/delivery/patches,en,0.0130
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/delivery/github,en,0.0115
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,workstation/shell/shellrc,en,0.0111
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/testing/tdd,en,0.0074
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/delivery/migrations,en,0.0061
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,-home-aaron-Projects-ai-knowledge-graph-system/kg/schema,en,0.0052
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/errors,en,0.0018
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/testing,multi,0.6124
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/testing/mocking,multi,0.5900
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code,multi,0.5134
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/testing/tdd,multi,0.5113
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/docs/standards,multi,0.4930
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,research,multi,0.4649
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,meta/knowledge/optimization/tuning,multi,0.4472
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/environment/makefile,multi,0.4455
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/environment/debugging,multi,0.4326
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,meta/knowledge/optimization,multi,0.4296
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/quality,multi,0.4193
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,itops/proposals,multi,0.4134
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,ea/comms/recap,multi,0.4106
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/performance,multi,0.4069
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/supplychain/automation,multi,0.4001
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,writing,multi,0.3935
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/supplychain/depscan,multi,0.3924
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,meta/skills,multi,0.3865
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,itops/policy,multi,0.3864
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,ea/intelligence,multi,0.3803
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,meta/knowledge/authoring/tool-agnostic,multi,0.3790
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/docs,multi,0.3720
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/supplychain/depscan/go,multi,0.3693
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/visualization/charts,multi,0.3687
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/supplychain/repoaudit,multi,0.3576
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/delivery/commits,multi,0.3540
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,meta/tracking,multi,0.3529
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,ea/tasks/time,multi,0.3512
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/supplychain/sourceaudit,multi,0.3501
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,meta/introspection,multi,0.3444
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,itops/incident,multi,0.3432
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/architecture/threat-modeling,multi,0.3429
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,meta/subagents,multi,0.3412
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/errors,multi,0.3372
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,ea/email/drafting,multi,0.3329
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,itops/runbooks,multi,0.3223
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,ea/tasks,multi,0.3137
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/delivery,multi,0.3103
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,meta/think,multi,0.3010
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/supplychain/historysever,multi,0.2999
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/delivery/implement,multi,0.2957
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/docs/docstrings,multi,0.2929
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/security,multi,0.2915
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/supplychain,multi,0.2864
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/delivery/patches,multi,0.2843
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/delivery/github,multi,0.2832
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/visualization,multi,0.2821
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/docs/mermaid,multi,0.2815
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/environment/config,multi,0.2795
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,ea/email,multi,0.2621
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/docs/readme,multi,0.2610
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/supplychain/depscan/python,multi,0.2599
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,ea,multi,0.2567
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,ea/briefing,multi,0.2565
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,ea/calendar,multi,0.2563
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,meta/knowledge,multi,0.2552
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/security/injection,multi,0.2513
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/architecture/adr-context,multi,0.2494
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/visualization/diagrams,multi,0.2475
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,meta/trust/delegation,multi,0.2470
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/delivery/release,multi,0.2441
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/architecture/adr,multi,0.2432
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/supplychain/depscan/rust,multi,0.2395
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/architecture/design,multi,0.2323
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/environment,multi,0.2300
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,meta/project-health,multi,0.2298
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,meta/trust/autonomy,multi,0.2289
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/architecture/adr/migration,multi,0.2264
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/security/auth,multi,0.2179
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/supplychain/depscan/node/lockfile,multi,0.2133
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/environment/deps,multi,0.2077
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,meta/memory,multi,0.2054
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,meta/trust/voice,multi,0.2015
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/delivery/branching,multi,0.1903
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/delivery/migrations,multi,0.1867
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,ea/comms,multi,0.1828
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/architecture,multi,0.1707
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,workstation/shell/tools,multi,0.1691
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,meta/trust,multi,0.1614
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,workstation/shell/prompt,multi,0.1605
